,account,allocation,Unnamed: 0,jobs,su,users,avg_cores,avg_nodes,cpuhours,cycle,Usage,Usage_Portion,SU_job,SU_user,Job_user
113,pi-mfj,1.1,21.0,734.0,0.67203374,5.0,188.3038,6.7357,516950.1778,2018.0,672033.74,0.6109397636363636,915.5773024523161,134406.748,146.8
114,pi-jaredlewis,1.069611,47.0,128.0,0.02373105,2.0,14.1094,1.4297,23730.4733,2014.0,23731.05,0.022186617377719563,185.398828125,11865.525,64.0
114,pi-jaredlewis,1.069611,25.0,201.0,0.18709371,4.0,85.204,5.9403,187092.9147,2015.0,187093.71,0.1749175260912612,930.8144776119402,46773.4275,50.25
114,pi-jaredlewis,1.069611,27.0,1520.0,0.2592548,5.0,16.4895,1.4934,259248.2044,2016.0,259254.8,0.2423823240411701,170.5623684210526,51850.96,304.0
114,pi-jaredlewis,1.069611,84.0,421.0,0.02113104,4.0,12.4299,0.9952,20821.1744,2017.0,21131.04,0.01975581776926378,50.19249406175772,5282.76,105.25
114,pi-jaredlewis,1.069611,124.0,49.0,0.00258935,3.0,11.4082,1.0,1909.7547,2018.0,2589.35,0.0024208333683928083,52.843877551020405,863.1166666666667,16.333333333333332
115,pi-dachxiu,1.05,11.0,2427.0,0.32666245,3.0,14.130999999999998,1.1092,326652.6422,2013.0,326662.45,0.31110709523809527,134.59515863205604,108887.48333333334,809.0
115,pi-dachxiu,1.05,70.0,59.0,0.0023476300000000003,1.0,16.0,1.0,2347.3378,2014.0,2347.63,0.002235838095238095,39.79033898305085,2347.63,59.0
115,pi-dachxiu,1.05,64.0,233.0,0.02245174,3.0,15.6223,1.0258,22450.6356,2015.0,22451.74,0.021382609523809524,96.3593991416309,7483.913333333334,77.66666666666667
115,pi-dachxiu,1.05,64.0,8888.0,0.027329759999999998,5.0,2.5882,1.0015,27285.7022,2016.0,27329.76,0.026028342857142856,3.074905490549055,5465.951999999999,1777.6
115,pi-dachxiu,1.05,52.0,94158.0,0.12204584,6.0,1.3154,0.9832,45926.0717,2017.0,122045.84,0.11623413333333334,1.2961813122623675,20340.97333333333,15693.0
115,pi-dachxiu,1.05,5.0,156166.0,2.33471706,11.0,5.1442,1.0017,1371395.3667,2018.0,2334717.06,1.0,14.950226425726472,212247.00545454546,14196.90909090909
116,pi-ebudish,1.0,,,,,,,,,,,,,
117,pi-dinner,1.0,6.0,38931.0,0.51711863,7.0,8.6615,1.3566,516990.485,2013.0,517118.63,0.51711863,13.282952659834066,73874.09,5561.571428571428
117,pi-dinner,1.0,11.0,49793.0,0.68545062,13.0,8.1733,1.199,685215.5008,2014.0,685450.62,0.68545062,13.766003655132247,52726.97076923077,3830.230769230769
117,pi-dinner,1.0,14.0,83742.0,0.46254477,16.0,1.9355,1.0711,462096.3008,2015.0,462544.77,0.46254477,5.523450240022928,28909.048125,5233.875
117,pi-dinner,1.0,16.0,39309.0,0.49339074,13.0,2.1863,1.0159,493194.0778,2016.0,493390.74,0.49339074,12.551597344119667,37953.13384615385,3023.769230769231
117,pi-dinner,1.0,7.0,101190.0,1.9764445400000001,19.0,5.6343,1.0427,1843194.4689,2017.0,1976444.54,1.0,19.532014428303192,104023.39684210527,5325.789473684211
117,pi-dinner,1.0,6.0,142759.0,2.30071815,18.0,5.3461,1.0132,1747709.0528,2018.0,2300718.15,1.0,16.116098809882388,127817.67499999999,7931.055555555556
118,pi-hortacsu,1.0,65.0,9.0,2.7e-07,1.0,5.6667,1.3333,0.2383,2013.0,0.27,2.7e-07,0.030000000000000002,0.27,9.0
118,pi-hortacsu,1.0,7.0,1769.0,0.87652375,13.0,65.818,5.5037,876516.2519,2014.0,876523.75,0.87652375,495.4910966647824,67424.90384615384,136.07692307692307
118,pi-hortacsu,1.0,10.0,1032.0,0.72588899,5.0,46.7306,5.8469,725884.9978,2015.0,725888.99,0.72588899,703.3808042635659,145177.798,206.4
118,pi-hortacsu,1.0,43.0,16088.0,0.10689367,8.0,1.4839,1.1066,106814.0769,2016.0,106893.67,0.10689367,6.644310666335157,13361.70875,2011.0
118,pi-hortacsu,1.0,3.0,29511.0,2.79846001,9.0,20.7346,1.9668,2568634.1103,2017.0,2798460.01,1.0,94.8276917081766,310940.0011111111,3279.0
118,pi-hortacsu,1.0,34.0,9445.0,0.41503695,6.0,9.134,1.6596,289246.7283,2018.0,415036.95,0.41503695,43.942503970354686,69172.825,1574.1666666666667
119,pi-svaikunt,1.0,8.0,24428.0,0.83063977,8.0,5.2178,1.2621,830521.2133,2015.0,830639.77,0.83063977,34.00359300802358,103829.97125,3053.5
119,pi-svaikunt,1.0,17.0,7455.0,0.48679860999999996,6.0,16.320999999999998,1.1171,486772.0233,2016.0,486798.61,0.48679860999999996,65.29827095908786,81133.10166666667,1242.5
119,pi-svaikunt,1.0,42.0,46005.0,0.20348503,5.0,1.2624,0.9798,200329.8531,2017.0,203485.03,0.20348503,4.423106836213455,40697.006,9201.0
119,pi-svaikunt,1.0,25.0,16616.0,0.52109775,4.0,4.3811,1.0004,441972.3808,2018.0,521097.75,0.52109775,31.361203057294173,130274.4375,4154.0
120,pi-fciesla,1.0,9.0,1515.0,0.49871706,2.0,24.9782,5.2568,498710.975,2013.0,498717.06,0.49871706,329.1861782178218,249358.53,757.5
120,pi-fciesla,1.0,20.0,250.0,0.16976660000000002,2.0,35.324,13.82,169765.6572,2014.0,169766.6,0.16976660000000002,679.0664,84883.3,125.0
120,pi-fciesla,1.0,80.0,32.0,0.006585199999999999,1.0,18.125,18.3125,6585.0722,2015.0,6585.2,0.006585199999999999,205.7875,6585.2,32.0
120,pi-fciesla,1.0,91.0,125.0,0.00804945,2.0,14.064,13.656,8048.8067,2016.0,8049.45,0.00804945,64.3956,4024.725,62.5
120,pi-fciesla,1.0,87.0,73.0,0.01622166,1.0,33.4932,33.4932,16221.2719,2017.0,16221.66,0.01622166,222.2145205479452,16221.66,73.0
121,pi-kite,1.0,24.0,42598.0,0.10586836999999999,1.0,1.9535,1.0133,105701.2053,2014.0,105868.37,0.10586836999999999,2.485289684961735,105868.37,42598.0
121,pi-kite,1.0,20.0,11605.0,0.25570778,3.0,2.9773,1.071,255663.9097,2015.0,255707.78,0.25570778,22.034276604911675,85235.92666666667,3868.3333333333335
121,pi-kite,1.0,29.0,390.0,0.23164071,5.0,78.0359,8.3359,231639.2539,2016.0,231640.71,0.23164071,593.9505384615385,46328.142,78.0
121,pi-kite,1.0,23.0,2610.0,0.73879304,8.0,33.2031,6.4559,738781.6325,2017.0,738793.04,0.73879304,283.0624674329502,92349.13,326.25
121,pi-kite,1.0,14.0,2823.0,1.01743166,6.0,40.2671,3.1938,869032.9631,2018.0,1017431.66,1.0,360.40795607509745,169571.94333333333,470.5
122,pi-ishanu,1.0,64.0,132.0,0.0050548599999999996,1.0,10.4848,1.0303,5054.1467,2014.0,5054.86,0.0050548599999999996,38.294393939393935,5054.86,132.0
122,pi-ishanu,1.0,24.0,26243.0,0.20076233999999998,1.0,15.0318,1.0615,200653.8622,2015.0,200762.34,0.20076233999999998,7.650129177304424,200762.34,26243.0
122,pi-ishanu,1.0,73.0,3764.0,0.019640759999999997,2.0,14.2829,0.9219,19625.3642,2016.0,19640.76,0.019640759999999997,5.218055260361317,9820.38,1882.0
122,pi-ishanu,1.0,17.0,17065.0,0.9560598499999999,7.0,16.0418,1.1421,819428.6975,2017.0,956059.85,0.9560598499999999,56.0246029885731,136579.97857142857,2437.8571428571427
122,pi-ishanu,1.0,4.0,204724.0,2.64902888,9.0,23.7271,1.0269,2018648.9619,2018.0,2649028.88,1.0,12.939513100564662,294336.5422222222,22747.11111111111
123,pi-gagalli,1.0,59.0,892.0,0.00806575,3.0,108.3251,6.8733,8062.1025,2014.0,8065.75,0.00806575,9.04232062780269,2688.5833333333335,297.3333333333333
123,pi-gagalli,1.0,5.0,16141.0,0.9991569,11.0,21.3284,2.1509,999091.9561,2015.0,999156.9,0.9991569,61.90179666687318,90832.44545454545,1467.3636363636363
123,pi-gagalli,1.0,9.0,2038.0,0.72457528,17.0,40.99800000000001,3.0147,724567.6819,2016.0,724575.28,0.72457528,355.53252208047104,42622.07529411765,119.88235294117646
123,pi-gagalli,1.0,2.0,8041.0,6.0235735,24.0,164.6784,6.7626,6022206.055,2017.0,6023573.5,1.0,749.1075115035443,250982.22916666666,335.0416666666667
123,pi-gagalli,1.0,3.0,3458.0,3.06455623,16.0,285.6342,11.3103,2364255.2608,2018.0,3064556.23,1.0,886.2221602082128,191534.764375,216.125
124,pi-whu5,1.0,56.0,75.0,0.00955568,1.0,34.56,2.4667,9555.44,2014.0,9555.68,0.00955568,127.40906666666667,9555.68,75.0
124,pi-whu5,1.0,12.0,586.0,0.5040046,3.0,74.5273,4.9454,504002.4086,2015.0,504004.6,0.5040046,860.076109215017,168001.53333333333,195.33333333333334
124,pi-whu5,1.0,12.0,13132.0,0.6790445,4.0,13.7106,2.7229,678986.0736,2016.0,679044.5,0.6790445,51.70914559853792,169761.125,3283.0
124,pi-whu5,1.0,6.0,72801.0,2.03928946,6.0,16.6699,1.1106,2039636.5042,2017.0,2039289.46,1.0,28.011833079215943,339881.57666666666,12133.5
124,pi-whu5,1.0,15.0,8794.0,0.9189800899999999,6.0,19.2797,1.2265,918509.5111,2018.0,918980.09,0.9189800899999999,104.5008062315215,153163.34833333333,1465.6666666666667
125,pi-taddy,1.0,34.0,287.0,0.00790826,1.0,93.3066,6.2857,7907.3089,2013.0,7908.26,0.00790826,27.554912891986064,7908.26,287.0
125,pi-taddy,1.0,21.0,478.0,0.16265884,4.0,291.7971,19.9854,162657.0831,2014.0,162658.84,0.16265884,340.290460251046,40664.71,119.5
125,pi-taddy,1.0,9.0,1414.0,0.78703265,8.0,130.4208,8.5375,787027.1911,2015.0,787032.65,0.78703265,556.6001768033947,98379.08125,176.75
125,pi-taddy,1.0,4.0,5395.0,1.2924073,11.0,78.7809,4.9783,1292390.0911,2016.0,1292407.3,1.0,239.5564967562558,117491.57272727274,490.45454545454544
125,pi-taddy,1.0,28.0,16597.0,0.50650408,6.0,15.8582,1.4131,304900.9497,2017.0,506504.08,0.50650408,30.51780924263421,84417.34666666666,2766.1666666666665
125,pi-taddy,1.0,16.0,10669.0,0.91311183,5.0,27.4392,1.9571,538833.7619,2018.0,913111.83,0.91311183,85.58551223169931,182622.36599999998,2133.8
126,pi-mlcoleman,0.95,67.0,1118.0,0.00325471,3.0,1.7442,1.8605,3252.1317,2014.0,3254.71,0.0034260105263157897,2.9111896243291593,1084.9033333333334,372.6666666666667
126,pi-mlcoleman,0.95,106.0,199.0,0.00057493,5.0,1.9849,1.0251,573.865,2015.0,574.93,0.0006051894736842105,2.8890954773869346,114.98599999999999,39.8
126,pi-mlcoleman,0.95,79.0,1129.0,0.013177659999999999,6.0,5.9238,0.9486,13172.4475,2016.0,13177.66,0.01387122105263158,11.671975199291408,2196.2766666666666,188.16666666666666
126,pi-mlcoleman,0.95,80.0,8940.0,0.029391240000000003,10.0,3.0936,0.8776,26702.2403,2017.0,29391.24,0.030938147368421053,3.287610738255034,2939.1240000000003,894.0
126,pi-mlcoleman,0.95,100.0,4063.0,0.01179856,6.0,2.2766,1.0,11528.5797,2018.0,11798.56,0.012419536842105262,2.9039035195668226,1966.4266666666665,677.1666666666666
127,pi-abbot,0.9,10.0,1150.0,0.4358895,4.0,38.5687,5.2904,435884.9369,2013.0,435889.5,0.48432166666666665,379.03434782608696,108972.375,287.5
127,pi-abbot,0.9,10.0,2746.0,0.7251241500000001,3.0,22.4807,8.0488,725112.9489,2014.0,725124.15,0.8056935000000001,264.0656045156592,241708.05000000002,915.3333333333334
127,pi-abbot,0.9,17.0,45543.0,0.31448824,3.0,15.7094,15.3145,314256.6836,2015.0,314488.24,0.3494313777777778,6.905303559273653,104829.41333333333,15181.0
127,pi-abbot,0.9,8.0,5193.0,0.7451188599999999,5.0,28.4059,4.435,745098.6789,2016.0,745118.86,0.8279098444444444,143.48524167148085,149023.772,1038.6
127,pi-abbot,0.9,11.0,23858.0,1.36900053,5.0,90.3295,5.1573,1340790.4872,2017.0,1369000.53,1.0,57.38119414871322,273800.106,4771.6
127,pi-abbot,0.9,29.0,39265.0,0.48417946,4.0,36.5199,2.7064,369906.3994,2018.0,484179.46,0.5379771777777778,12.331069909588694,121044.865,9816.25
128,pi-rossc,0.8,42.0,347.0,0.033003050000000006,6.0,10.5764,1.0115,33001.4981,2014.0,33003.05,0.0412538125,95.10965417867436,5500.508333333334,57.833333333333336
128,pi-rossc,0.8,78.0,351.0,0.008062729999999999,5.0,1.8034,1.0969,8060.9894,2015.0,8062.73,0.0100784125,22.97074074074074,1612.5459999999998,70.2
128,pi-rossc,0.8,80.0,272.0,0.012747350000000001,3.0,3.0257,0.9853,12746.0983,2016.0,12747.35,0.015934187500000002,46.86525735294118,4249.116666666667,90.66666666666667
128,pi-rossc,0.8,40.0,388.0,0.21299848000000002,4.0,19.3402,1.0258,212960.7228,2017.0,212998.48,0.2662481,548.9651546391752,53249.62,97.0
128,pi-rossc,0.8,102.0,12384.0,0.009664790000000001,5.0,4.4395,1.249,5712.7858,2018.0,9664.79,0.012080987500000001,0.7804255490956074,1932.958,2476.8
129,pi-jozik,0.75,45.0,402.0,0.02805934,2.0,15.2687,1.2662,28057.8511,2014.0,28059.34,0.03741245333333333,69.79935323383084,14029.67,201.0
129,pi-jozik,0.75,34.0,27155.0,0.08916318,5.0,16.9313,1.0808,89028.3864,2015.0,89163.18,0.11888423999999999,3.283490333271957,17832.636,5431.0
129,pi-jozik,0.75,50.0,327.0,0.06495592,4.0,118.4067,7.9664,64954.5381,2016.0,64955.92,0.08660789333333332,198.64195718654435,16238.98,81.75
129,pi-jozik,0.75,39.0,458.0,0.21936679,3.0,80.3996,7.3777,194541.2072,2017.0,219366.79,0.29248905333333336,478.9667903930131,73122.26333333334,152.66666666666666
129,pi-jozik,0.75,56.0,334.0,0.12252148,4.0,130.1078,8.6647,84050.7136,2018.0,122521.48,0.16336197333333333,366.8307784431138,30630.37,83.5
130,pi-akonigl,0.7,18.0,193.0,0.05653482,2.0,41.7824,2.7772,56533.9911,2013.0,56534.82,0.08076402857142857,292.9265284974093,28267.41,96.5
130,pi-akonigl,0.7,14.0,674.0,0.46172849,3.0,90.1499,5.7433,461725.6117,2014.0,461728.49,0.6596121285714286,685.0571068249258,153909.49666666667,224.66666666666666
130,pi-akonigl,0.7,11.0,274.0,0.60949631,3.0,161.2847,10.1533,609495.1422,2015.0,609496.31,0.8707090142857143,2224.439087591241,203165.43666666668,91.33333333333333
130,pi-akonigl,0.7,42.0,47.0,0.12555896,2.0,155.234,9.7021,125558.7556,2016.0,125558.96,0.17936994285714286,2671.467234042553,62779.48,23.5
131,pi-kravtsov,0.6,4.0,3679.0,1.28710248,2.0,174.4091,11.5439,1287093.5369,2013.0,1287102.48,1.0,349.8511769502582,643551.24,1839.5
131,pi-kravtsov,0.6,4.0,922.0,1.24979113,3.0,85.8915,5.461,1249787.0231,2014.0,1249791.13,1.0,1355.5218329718002,416597.0433333333,307.3333333333333
131,pi-kravtsov,0.6,15.0,2755.0,0.46202769,9.0,19.2283,1.8588,462015.3519,2015.0,462027.69,0.77004615,167.70515063520872,51336.41,306.1111111111111
131,pi-kravtsov,0.6,18.0,2382.0,0.48455623999999997,10.0,19.0508,1.7414,484546.2208,2016.0,484556.24,0.8075937333333333,203.4241141897565,48455.623999999996,238.2
131,pi-kravtsov,0.6,13.0,3708.0,1.16168534,9.0,120.8652,5.5076,1669409.1781,2017.0,1161685.34,1.0,313.2916235167206,129076.1488888889,412.0
131,pi-kravtsov,0.6,35.0,1405.0,0.37544063,8.0,33.1032,2.1345,329096.0042,2018.0,375440.63,0.6257343833333333,267.2175302491103,46930.07875,175.625
132,pi-fabrycky,0.506,48.0,59.0,0.00139301,2.0,15.2881,1.0847,1392.7631,2013.0,1393.01,0.00275298418972332,23.61033898305085,696.505,29.5
132,pi-fabrycky,0.506,27.0,5838.0,0.06725171,3.0,2.7088,1.0894,67224.8511,2014.0,67251.71,0.13290851778656126,11.519648852346695,22417.236666666668,1946.0
132,pi-fabrycky,0.506,16.0,4579.0,0.323287,3.0,4.5075,1.4252,323265.3164,2015.0,323287.0,0.6389071146245059,70.60209652762612,107762.33333333333,1526.3333333333333
132,pi-fabrycky,0.506,101.0,113.0,0.00453787,2.0,3.823,1.8584,4537.3486,2016.0,4537.87,0.008968122529644268,40.15814159292035,2268.935,56.5
132,pi-fabrycky,0.506,223.0,1.0,0.0,1.0,1.0,1.0,0.0,2017.0,0.0,0.0,0.0,0.0,1.0
132,pi-fabrycky,0.506,181.0,11.0,3.8990000000000004e-05,2.0,1.0,1.0,38.9972,2018.0,38.99,7.705533596837945e-05,3.544545454545455,19.495,5.5
133,pi-kazutaka,0.5,41.0,237.0,0.0342481,3.0,9.9198,1.0042,34247.0525,2014.0,34248.1,0.0684962,144.50675105485232,11416.033333333333,79.0
133,pi-kazutaka,0.5,81.0,232.0,0.00588006,6.0,5.75,1.1034,5879.0406,2015.0,5880.06,0.01176012,25.345086206896553,980.0100000000001,38.666666666666664
133,pi-kazutaka,0.5,117.0,45.0,0.00160267,5.0,10.5111,0.9778,1602.5233,2016.0,1602.67,0.00320534,35.61488888888889,320.534,9.0
133,pi-kazutaka,0.5,51.0,1197.0,0.13938663,4.0,11.9574,0.9749,77981.3589,2017.0,139386.63,0.27877326,116.44664160401003,34846.6575,299.25
133,pi-kazutaka,0.5,97.0,123.0,0.014493049999999999,2.0,25.0732,1.0,14007.5122,2018.0,14493.05,0.028986099999999997,117.82967479674797,7246.525,61.5
134,pi-dholz,0.5,16.0,17.0,0.1002565,1.0,451.7647,28.5882,100256.4267,2013.0,100256.5,0.200513,5897.441176470588,100256.5,17.0
134,pi-dholz,0.5,23.0,1683.0,0.11138708,1.0,341.8942,19.9709,111380.8756,2014.0,111387.08,0.22277416,66.18364824717766,111387.08,1683.0
134,pi-dholz,0.5,49.0,1157.0,0.04037043,2.0,11.7684,1.0285,40365.3644,2015.0,40370.43,0.08074086,34.892333621434744,20185.215,578.5
134,pi-dholz,0.5,41.0,1523.0,0.12623133,3.0,16.7249,1.8234,126224.8381,2016.0,126231.33,0.25246266,82.88334208798425,42077.11,507.6666666666667
134,pi-dholz,0.5,32.0,1214.0,0.38865897,4.0,24.1969,1.0124,388552.615,2017.0,388658.97,0.77731794,320.1474217462932,97164.7425,303.5
134,pi-dholz,0.5,70.0,4407.0,0.048511120000000005,3.0,26.2696,1.0272,38728.2675,2018.0,48511.12,0.09702224000000001,11.007742228273202,16170.373333333335,1469.0
135,pi-aachien,0.5,15.0,3216.0,0.2580989,5.0,52.0967,8.0056,258087.5364,2014.0,258098.9,0.5161978,80.25463308457711,51619.78,643.2
135,pi-aachien,0.5,22.0,643.0,0.22400944,4.0,72.4541,14.3297,224007.0994,2015.0,224009.44,0.44801888,348.38171073094867,56002.36,160.75
135,pi-aachien,0.5,76.0,1872.0,0.016405689999999997,4.0,123.1971,7.9529999999999985,16397.1644,2016.0,16405.69,0.032811379999999994,8.76372329059829,4101.4225,468.0
135,pi-aachien,0.5,91.0,1441.0,0.01495756,1.0,60.9077,5.4254,14956.2286,2017.0,14957.56,0.02991512,10.379986120749479,14957.56,1441.0
135,pi-aachien,0.5,86.0,492.0,0.02162894,3.0,150.6098,11.5427,11836.7239,2018.0,21628.94,0.04325788,43.961260162601626,7209.6466666666665,164.0
136,pi-burhan,0.488,22.0,26240.0,0.11721923,2.0,11.2748,1.6599,117058.0867,2014.0,117219.23,0.2402033401639344,4.467196265243902,58609.615,13120.0
136,pi-burhan,0.488,51.0,629.0,0.03425192,3.0,56.5167,5.3927,34248.3222,2015.0,34251.92,0.0701883606557377,54.454562798092205,11417.306666666665,209.66666666666666
136,pi-burhan,0.488,21.0,2482.0,0.42057196999999996,2.0,55.0786,5.0077,420559.9775,2016.0,420571.97,0.8618278073770491,169.4488195004029,210285.985,1241.0
136,pi-burhan,0.488,126.0,158.0,0.00294335,3.0,13.6456,1.0886,2942.53,2017.0,2943.35,0.006031454918032786,18.62879746835443,981.1166666666667,52.666666666666664
136,pi-burhan,0.488,82.0,490.0,0.02608387,1.0,1.0,1.0,2945.0903,2018.0,26083.87,0.05345055327868852,53.23238775510204,26083.87,490.0
137,pi-neiman,0.47,50.0,1068.0,0.02176984,2.0,11.4831,1.0627,21765.3436,2014.0,21769.84,0.0463188085106383,20.38374531835206,10884.92,534.0
137,pi-neiman,0.47,33.0,787.0,0.09297041,3.0,10.5146,1.0368,92966.8425,2015.0,92970.41,0.1978093829787234,118.13266836086405,30990.13666666667,262.3333333333333
137,pi-neiman,0.47,62.0,3145.0,0.02933014,5.0,8.2496,0.9746,29315.2525,2016.0,29330.14,0.06240455319148936,9.3259586645469,5866.028,629.0
137,pi-neiman,0.47,57.0,26978.0,0.09472319,3.0,8.4808,0.9541,61225.0825,2017.0,94723.19,0.2015387021276596,3.5111272147675887,31574.396666666667,8992.666666666666
137,pi-neiman,0.47,65.0,4766.0,0.06068271,3.0,7.4368,1.0006,22342.0372,2018.0,60682.71,0.1291121489361702,12.732419219471254,20227.57,1588.6666666666667
138,pi-ehurst,0.451,16.0,134542.0,0.25153669,2.0,1.381,1.1163,250951.2017,2014.0,251536.69,0.5577310199556541,1.8695774553670972,125768.345,67271.0
138,pi-ehurst,0.451,26.0,223978.0,0.16930726999999998,2.0,1.0239,1.0104,168231.4086,2015.0,169307.27,0.3754041463414634,0.7559102679727473,84653.635,111989.0
138,pi-ehurst,0.451,38.0,16212.0,0.14730494,5.0,1.7803,0.9895,147227.5283,2016.0,147304.94,0.3266184922394679,9.086167036762891,29460.988,3242.4
138,pi-ehurst,0.451,222.0,1.0,0.0,1.0,1.0,0.0,0.0,2017.0,0.0,0.0,0.0,0.0,1.0
139,pi-tintelnot,0.4,33.0,562.0,0.05734446,2.0,19.2847,1.5036,57342.4369,2014.0,57344.46,0.14336115,102.03640569395017,28672.23,281.0
139,pi-tintelnot,0.4,13.0,11519.0,0.46533568,4.0,6.143,1.1076,465285.8508,2015.0,465335.68,1.0,40.39722892612206,116333.92,2879.75
139,pi-tintelnot,0.4,23.0,9486.0,0.37826455,6.0,5.8795,1.0696,378223.97,2016.0,378264.55,0.945661375,39.87608581066835,63044.09166666667,1581.0
139,pi-tintelnot,0.4,31.0,10097.0,0.41832244,8.0,10.7241,1.0905,376877.0142,2017.0,418322.44,1.0,41.430369416658415,52290.305,1262.125
139,pi-tintelnot,0.4,76.0,1408.0,0.045885470000000005,4.0,12.6186,1.0,36197.8783,2018.0,45885.47,0.114713675,32.58911221590909,11471.3675,352.0
140,pi-vzhorin,0.4,41.0,66.0,0.00501392,1.0,9.8182,1.1212,5013.6392,2013.0,5013.92,0.0125348,75.96848484848485,5013.92,66.0
140,pi-vzhorin,0.4,25.0,275.0,0.10460952999999999,1.0,81.6073,5.4073,104608.4219,2014.0,104609.53,0.261523825,380.3982909090909,104609.53,275.0
140,pi-vzhorin,0.4,19.0,2315.0,0.26546397,1.0,13.1343,1.0523,265453.8847,2015.0,265463.97,0.6636599249999999,114.67126133909287,265463.97,2315.0
140,pi-vzhorin,0.4,34.0,752.0,0.17062478,1.0,14.137,0.9468,170621.7389,2016.0,170624.78,0.42656195,226.89465425531915,170624.78,752.0
140,pi-vzhorin,0.4,85.0,87.0,0.02055115,1.0,11.5632,1.0,20550.7917,2017.0,20551.15,0.051377875,236.22011494252874,20551.15,87.0
141,pi-nicho,0.35,45.0,5115.0,0.00220854,3.0,0.6829,1.3881,2186.2561,2013.0,2208.54,0.006310114285714286,0.43177712609970675,736.18,1705.0
141,pi-nicho,0.35,39.0,536.0,0.04536221,4.0,10.5709,1.1716,45360.1472,2014.0,45362.21,0.12960631428571429,84.63098880597015,11340.5525,134.0
141,pi-nicho,0.35,48.0,7674.0,0.04193492,6.0,1.7177,1.0838,41898.6458,2015.0,41934.92,0.11981405714285714,5.46454521761793,6989.153333333333,1279.0
141,pi-nicho,0.35,72.0,7586.0,0.02004575,7.0,1.0865,0.9988,20009.2575,2016.0,20045.75,0.05727357142857143,2.642466385446876,2863.6785714285716,1083.7142857142858
141,pi-nicho,0.35,26.0,2655.0,0.5715829499999999,6.0,19.42,1.125,516934.5553,2017.0,571582.95,1.0,215.2854802259887,95263.825,442.5
141,pi-nicho,0.35,78.0,99.0,0.03341347,1.0,34.5051,2.2121,27215.6539,2018.0,33413.47,0.09546705714285715,337.509797979798,33413.47,99.0
142,pi-collar,0.2895,18.0,369250.0,0.17159947,2.0,0.9977,1.0024,169526.5858,2014.0,171599.47,0.5927442832469776,0.46472436018957347,85799.735,184625.0
142,pi-collar,0.2895,18.0,401737.0,0.27139342,2.0,0.9872,1.0133,269107.4661,2015.0,271393.42,0.9374556822107081,0.6755499742368763,135696.71,200868.5
142,pi-collar,0.2895,103.0,1082.0,0.00411444,1.0,1.0,1.0,4108.2794,2016.0,4114.44,0.01421222797927461,3.8026247689463952,4114.44,1082.0
143,pi-sibener,0.2,23.0,2451.0,0.20385319,1.0,7.8548,1.1954,203843.3408,2015.0,203853.19,1.0,83.17143614851081,203853.19,2451.0
143,pi-sibener,0.2,39.0,961.0,0.13816764,1.0,14.8522,1.8252,138163.1806,2016.0,138167.64,0.6908382000000001,143.77485952133196,138167.64,961.0
144,pi-yaliamit,0.2,38.0,1052.0,0.050634160000000004,4.0,41.5171,2.9392,50629.5425,2014.0,50634.16,0.25317080000000003,48.13133079847909,12658.54,263.0
144,pi-yaliamit,0.2,66.0,8845.0,0.02081761,4.0,0.9815,1.0276,20769.6275,2015.0,20817.61,0.10408805,2.3536020350480498,5204.4025,2211.25
144,pi-yaliamit,0.2,171.0,16.0,5.67e-06,1.0,1.0,1.0,5.5828,2016.0,5.67,2.835e-05,0.354375,5.67,16.0
144,pi-yaliamit,0.2,177.0,11.0,9.631e-05,2.0,3.4545,1.0,96.2642,2017.0,96.31,0.00048155,8.755454545454546,48.155,5.5
144,pi-yaliamit,0.2,156.0,31.0,0.00060336,2.0,24.6129,1.0,468.4883,2018.0,603.36,0.0030168,19.463225806451614,301.68,15.5
145,pi-rtp1,0.184,59.0,50.0,2.482e-05,2.0,4.0,1.58,24.7178,2013.0,24.82,0.0001348913043478261,0.4964,12.41,25.0
145,pi-rtp1,0.184,51.0,2217.0,0.02150477,3.0,15.3433,7.5719,21495.8386,2014.0,21504.77,0.11687375,9.699941362201173,7168.256666666667,739.0
145,pi-rtp1,0.184,52.0,733.0,0.03336144,2.0,18.0491,1.1814,33358.2417,2015.0,33361.44,0.1813121739130435,45.513560709413376,16680.72,366.5
145,pi-rtp1,0.184,83.0,405.0,0.01123301,2.0,16.4,1.1086,11231.1922,2016.0,11233.01,0.061048967391304346,27.735827160493827,5616.505,202.5
145,pi-rtp1,0.184,113.0,153.0,0.00573327,3.0,14.6405,1.0196,5744.9103,2017.0,5733.27,0.031159076086956523,37.472352941176474,1911.0900000000001,51.0
145,pi-rtp1,0.184,153.0,252.0,0.00079351,1.0,2.0516,1.0317,789.8925,2018.0,793.51,0.004312554347826087,3.1488492063492064,793.51,252.0
146,pi-mstephens,0.183,27.0,5971.0,0.02816039,2.0,1.1306,1.2211,28140.245,2013.0,28160.39,0.153881912568306,4.716193267459387,14080.195,2985.5
146,pi-mstephens,0.183,55.0,28756.0,0.009616930000000001,2.0,1.095,1.002,9475.6897,2014.0,9616.93,0.05255153005464481,0.334432118514397,4808.465,14378.0
146,pi-mstephens,0.183,29.0,6418.0,0.13861382,7.0,1.9637,1.0768,138582.2925,2015.0,138613.82,0.7574525683060109,21.59766593954503,19801.97428571429,916.8571428571429
