,account,allocation,Unnamed: 0,jobs,su,users,avg_cores,avg_nodes,cpuhours,cycle,Usage,Usage_Portion,SU_job,SU_user,Job_user
376,pi-aachien,0.438569,22.0,643.0,0.22400944,4.0,72.4541,14.3297,224007.0994,2015.0,224009.44,0.5107735384853923,348.38171073094867,56002.36,160.75
376,pi-aachien,0.438569,76.0,1872.0,0.016405689999999997,4.0,123.1971,7.9529999999999985,16397.1644,2016.0,16405.69,0.03740731789068538,8.76372329059829,4101.4225,468.0
376,pi-aachien,0.438569,91.0,1441.0,0.01495756,1.0,60.9077,5.4254,14956.2286,2017.0,14957.56,0.03410537452487522,10.379986120749479,14957.56,1441.0
376,pi-aachien,0.438569,86.0,492.0,0.02162894,3.0,150.6098,11.5427,11836.7239,2018.0,21628.94,0.049317074394223025,43.961260162601626,7209.6466666666665,164.0
377,pi-xinhe,0.424982,166.0,28.0,1.218e-05,1.0,0.4286,0.8929,12.1414,2016.0,12.18,2.8660037366288452e-05,0.435,12.18,28.0
377,pi-xinhe,0.424982,63.0,20945.0,0.07641335,10.0,4.4287,0.9924,27934.0886,2017.0,76413.35,0.17980373286398013,3.6482859871090954,7641.335000000001,2094.5
377,pi-xinhe,0.424982,36.0,272787.0,0.36065569000000003,11.0,3.0716,1.0061,82987.6561,2018.0,360655.69,0.8486375658263173,1.3221146535575377,32786.88090909091,24798.81818181818
378,pi-jdingel,0.424242,61.0,27386.0,0.030637619999999997,4.0,0.3753,0.2589,30605.2825,2016.0,30637.62,0.0722173193601765,1.1187329292339152,7659.405,6846.5
378,pi-jdingel,0.424242,104.0,11077.0,0.00774992,5.0,1.1806,1.0036,7411.1822,2017.0,7749.92,0.01826768683911541,0.6996406969396046,1549.984,2215.4
378,pi-jdingel,0.424242,46.0,23983.0,0.19920464999999998,4.0,15.6121,1.0029,140637.4333,2018.0,199204.65,0.46955428741143024,8.306077221365133,49801.1625,5995.75
379,pi-l332,0.406284,149.0,5.0,2.6e-07,1.0,1.0,1.0,0.2367,2015.0,0.26,6.399464414055193e-07,0.052000000000000005,0.26,5.0
379,pi-l332,0.406284,99.0,244.0,0.00479558,1.0,14.1066,0.9508,4794.5328,2016.0,4795.58,0.01180351675182877,19.65401639344262,4795.58,244.0
379,pi-l332,0.406284,151.0,45.0,0.00068727,1.0,18.0889,1.0,574.905,2017.0,687.27,0.0016915999645568125,15.272666666666666,687.27,45.0
379,pi-l332,0.406284,133.0,1135.0,0.0016883299999999998,3.0,1.9753,1.0881,1366.6006,2018.0,1688.33,0.004155541443916078,1.4875154185022026,562.7766666666666,378.3333333333333
380,pi-moyer,0.360551,35.0,1299.0,0.0068864,3.0,1.2263,1.0855,6880.2692,2013.0,6886.4,0.019099655804587976,5.30130869899923,2295.4666666666667,433.0
380,pi-moyer,0.360551,32.0,5013.0,0.05883821,9.0,5.7828,1.2956,58814.4922,2014.0,58838.21,0.1631897013182601,11.737125473768202,6537.578888888889,557.0
380,pi-moyer,0.360551,60.0,3145.0,0.02379452,9.0,3.9002,1.1424,23779.1019,2015.0,23794.52,0.06599488005857701,7.565825119236884,2643.8355555555554,349.44444444444446
380,pi-moyer,0.360551,71.0,1722.0,0.02023444,10.0,8.0337,1.2427,20225.8003,2016.0,20234.44,0.0561208816505848,11.75054587688734,2023.444,172.2
380,pi-moyer,0.360551,78.0,840.0,0.033636339999999994,9.0,19.0321,2.3429,33632.9192,2017.0,33636.34,0.09329148996951886,40.0432619047619,3737.3711111111106,93.33333333333333
380,pi-moyer,0.360551,40.0,748.0,0.25998320999999996,7.0,26.0709,1.7513,197002.9825,2018.0,259983.21,0.7210719426655313,347.57113636363636,37140.45857142857,106.85714285714286
381,pi-dbiron,0.35,5.0,2766.0,0.70728927,6.0,60.5383,4.1186,707277.7431,2013.0,707289.27,1.0,255.70834056399133,117881.545,461.0
381,pi-dbiron,0.35,3.0,3770.0,1.30980549,7.0,40.3154,2.6804,1309789.0122,2014.0,1309805.49,1.0,347.42851193633953,187115.07,538.5714285714286
381,pi-dbiron,0.35,4.0,3691.0,1.09683249,7.0,39.0921,2.5454,1096816.0233,2015.0,1096832.49,1.0,297.16404497426174,156690.35571428572,527.2857142857143
381,pi-dbiron,0.35,35.0,4705.0,0.16392916,3.0,37.1245,2.3881,163908.1161,2016.0,163929.16,0.4683690285714286,34.841479277364506,54643.05333333334,1568.3333333333333
381,pi-dbiron,0.35,76.0,645.0,0.03613752,2.0,35.5907,2.2419,36134.6667,2017.0,36137.52,0.10325005714285714,56.027162790697666,18068.76,322.5
382,pi-ftchong,0.25,54.0,4968.0,0.05224803,2.0,6.6906,1.3575,52224.5517,2016.0,52248.03,0.20899212,10.51691425120773,26124.015,2484.0
382,pi-ftchong,0.25,53.0,2914.0,0.11904592,5.0,24.7718,2.6846,119034.2089,2017.0,119045.92,0.47618368,40.853095401509954,23809.184,582.8
382,pi-ftchong,0.25,125.0,480.0,0.0022995199999999998,2.0,1.0563,1.0,93.5772,2018.0,2299.52,0.009198079999999999,4.790666666666667,1149.76,240.0
383,pi-rossc,0.25,42.0,347.0,0.033003050000000006,6.0,10.5764,1.0115,33001.4981,2014.0,33003.05,0.13201220000000002,95.10965417867436,5500.508333333334,57.833333333333336
383,pi-rossc,0.25,78.0,351.0,0.008062729999999999,5.0,1.8034,1.0969,8060.9894,2015.0,8062.73,0.032250919999999995,22.97074074074074,1612.5459999999998,70.2
383,pi-rossc,0.25,80.0,272.0,0.012747350000000001,3.0,3.0257,0.9853,12746.0983,2016.0,12747.35,0.050989400000000004,46.86525735294118,4249.116666666667,90.66666666666667
383,pi-rossc,0.25,40.0,388.0,0.21299848000000002,4.0,19.3402,1.0258,212960.7228,2017.0,212998.48,0.8519939200000001,548.9651546391752,53249.62,97.0
383,pi-rossc,0.25,102.0,12384.0,0.009664790000000001,5.0,4.4395,1.249,5712.7858,2018.0,9664.79,0.038659160000000005,0.7804255490956074,1932.958,2476.8
384,pi-nbrunel,0.216163,15.0,4786.0,0.10413225,3.0,3.5380000000000003,1.0938,104110.7853,2013.0,104132.25,0.4817302221009146,21.757678646050984,34710.75,1595.3333333333333
384,pi-nbrunel,0.216163,31.0,11561.0,0.05981442,4.0,1.3943,1.0029,59755.1383,2014.0,59814.42,0.27670979769895865,5.173810224029063,14953.605,2890.25
384,pi-nbrunel,0.216163,82.0,3380.0,0.005738180000000001,2.0,0.9772,1.0272,5719.1642,2015.0,5738.18,0.026545616039747786,1.6976863905325446,2869.09,1690.0
384,pi-nbrunel,0.216163,89.0,451.0,0.008826559999999999,4.0,8.693999999999999,2.4701,8824.4725,2016.0,8826.56,0.04083288999505003,19.571086474501108,2206.64,112.75
384,pi-nbrunel,0.216163,45.0,11136.0,0.19010162,3.0,6.8711,1.2894,174149.1506,2017.0,190101.62,0.879436443794729,17.070906968390805,63367.206666666665,3712.0
385,pi-gilad,0.209258,113.0,3014.0,0.00255579,3.0,1.8328,0.9038,2540.4614,2016.0,2555.79,0.012213583232182282,0.8479727936297279,851.93,1004.6666666666666
385,pi-gilad,0.209258,50.0,183142.0,0.16026026999999998,12.0,2.0616,0.9557,75759.0428,2017.0,160260.27,0.7658501467088474,0.87506017188848,13355.0225,15261.833333333334
385,pi-gilad,0.209258,26.0,294134.0,0.51378166,15.0,1.7825,1.0085,144433.2311,2018.0,513781.66,1.0,1.7467605241148592,34252.11066666667,19608.933333333334
386,pi-price,0.205,52.0,25.0,0.00022046000000000001,1.0,14.6,1.48,220.3597,2013.0,220.46,0.0010754146341463416,8.8184,220.46,25.0
386,pi-price,0.205,79.0,8.0,0.0011938299999999999,1.0,864.0,54.25,1193.8133,2014.0,1193.83,0.0058235609756097555,149.22875,1193.83,8.0
386,pi-price,0.205,105.0,95.0,0.0071396,2.0,35.3053,5.4211,7139.2172,2017.0,7139.6,0.03482731707317074,75.15368421052632,3569.8,47.5
387,pi-fciesla,0.2,9.0,1515.0,0.49871706,2.0,24.9782,5.2568,498710.975,2013.0,498717.06,1.0,329.1861782178218,249358.53,757.5
387,pi-fciesla,0.2,20.0,250.0,0.16976660000000002,2.0,35.324,13.82,169765.6572,2014.0,169766.6,0.8488330000000001,679.0664,84883.3,125.0
387,pi-fciesla,0.2,80.0,32.0,0.006585199999999999,1.0,18.125,18.3125,6585.0722,2015.0,6585.2,0.032926,205.7875,6585.2,32.0
387,pi-fciesla,0.2,91.0,125.0,0.00804945,2.0,14.064,13.656,8048.8067,2016.0,8049.45,0.04024725,64.3956,4024.725,62.5
387,pi-fciesla,0.2,87.0,73.0,0.01622166,1.0,33.4932,33.4932,16221.2719,2017.0,16221.66,0.0811083,222.2145205479452,16221.66,73.0
388,pi-jozik,0.2,45.0,402.0,0.02805934,2.0,15.2687,1.2662,28057.8511,2014.0,28059.34,0.1402967,69.79935323383084,14029.67,201.0
388,pi-jozik,0.2,34.0,27155.0,0.08916318,5.0,16.9313,1.0808,89028.3864,2015.0,89163.18,0.4458159,3.283490333271957,17832.636,5431.0
388,pi-jozik,0.2,50.0,327.0,0.06495592,4.0,118.4067,7.9664,64954.5381,2016.0,64955.92,0.3247796,198.64195718654435,16238.98,81.75
388,pi-jozik,0.2,39.0,458.0,0.21936679,3.0,80.3996,7.3777,194541.2072,2017.0,219366.79,1.0,478.9667903930131,73122.26333333334,152.66666666666666
388,pi-jozik,0.2,56.0,334.0,0.12252148,4.0,130.1078,8.6647,84050.7136,2018.0,122521.48,0.6126074,366.8307784431138,30630.37,83.5
389,pi-vzhorin,0.2,41.0,66.0,0.00501392,1.0,9.8182,1.1212,5013.6392,2013.0,5013.92,0.0250696,75.96848484848485,5013.92,66.0
389,pi-vzhorin,0.2,25.0,275.0,0.10460952999999999,1.0,81.6073,5.4073,104608.4219,2014.0,104609.53,0.52304765,380.3982909090909,104609.53,275.0
389,pi-vzhorin,0.2,19.0,2315.0,0.26546397,1.0,13.1343,1.0523,265453.8847,2015.0,265463.97,1.0,114.67126133909287,265463.97,2315.0
389,pi-vzhorin,0.2,34.0,752.0,0.17062478,1.0,14.137,0.9468,170621.7389,2016.0,170624.78,0.8531239,226.89465425531915,170624.78,752.0
389,pi-vzhorin,0.2,85.0,87.0,0.02055115,1.0,11.5632,1.0,20550.7917,2017.0,20551.15,0.10275575,236.22011494252874,20551.15,87.0
390,pi-jnovembre,0.164,37.0,10698.0,0.14947639999999998,4.0,4.0032,0.9817,149422.0778,2016.0,149476.4,0.9114414634146341,13.972368667040568,37369.1,2674.5
390,pi-jnovembre,0.164,65.0,27440.0,0.07015097,14.0,1.3567,1.0026,44053.5792,2017.0,70150.97,0.4277498170731707,2.5565222303206996,5010.783571428571,1960.0
390,pi-jnovembre,0.164,67.0,3847.0,0.05502356,13.0,47.1284,2.3119,35935.5439,2018.0,55023.56,0.33550951219512193,14.30297894463218,4232.581538461538,295.9230769230769
391,pi-khanna7,0.163,72.0,18.0,0.01290799,2.0,86.1667,6.1667,12907.9236,2015.0,12907.99,0.0791901226993865,717.1105555555555,6453.995,9.0
391,pi-khanna7,0.163,48.0,305.0,0.16968022,2.0,108.9443,6.2361,176683.2544,2017.0,169680.22,1.0,556.3285901639345,84840.11,152.5
391,pi-khanna7,0.163,28.0,238.0,0.49203867,4.0,311.8319,11.6261,378328.5078,2018.0,492038.67,1.0,2067.3893697478993,123009.6675,59.5
392,pi-dachxiu,0.15,11.0,2427.0,0.32666245,3.0,14.130999999999998,1.1092,326652.6422,2013.0,326662.45,1.0,134.59515863205604,108887.48333333334,809.0
392,pi-dachxiu,0.15,70.0,59.0,0.0023476300000000003,1.0,16.0,1.0,2347.3378,2014.0,2347.63,0.015650866666666666,39.79033898305085,2347.63,59.0
392,pi-dachxiu,0.15,64.0,233.0,0.02245174,3.0,15.6223,1.0258,22450.6356,2015.0,22451.74,0.14967826666666667,96.3593991416309,7483.913333333334,77.66666666666667
392,pi-dachxiu,0.15,64.0,8888.0,0.027329759999999998,5.0,2.5882,1.0015,27285.7022,2016.0,27329.76,0.18219839999999998,3.074905490549055,5465.951999999999,1777.6
392,pi-dachxiu,0.15,52.0,94158.0,0.12204584,6.0,1.3154,0.9832,45926.0717,2017.0,122045.84,0.8136389333333333,1.2961813122623675,20340.97333333333,15693.0
392,pi-dachxiu,0.15,5.0,156166.0,2.33471706,11.0,5.1442,1.0017,1371395.3667,2018.0,2334717.06,1.0,14.950226425726472,212247.00545454546,14196.90909090909
393,pi-kazutaka,0.15,41.0,237.0,0.0342481,3.0,9.9198,1.0042,34247.0525,2014.0,34248.1,0.22832066666666664,144.50675105485232,11416.033333333333,79.0
393,pi-kazutaka,0.15,81.0,232.0,0.00588006,6.0,5.75,1.1034,5879.0406,2015.0,5880.06,0.0392004,25.345086206896553,980.0100000000001,38.666666666666664
393,pi-kazutaka,0.15,117.0,45.0,0.00160267,5.0,10.5111,0.9778,1602.5233,2016.0,1602.67,0.010684466666666666,35.61488888888889,320.534,9.0
393,pi-kazutaka,0.15,51.0,1197.0,0.13938663,4.0,11.9574,0.9749,77981.3589,2017.0,139386.63,0.9292442000000001,116.44664160401003,34846.6575,299.25
393,pi-kazutaka,0.15,97.0,123.0,0.014493049999999999,2.0,25.0732,1.0,14007.5122,2018.0,14493.05,0.09662033333333332,117.82967479674797,7246.525,61.5
394,pi-eperozo,0.143081,8.0,459.0,0.50668118,1.0,94.2484,6.7059,506680.0,2013.0,506681.18,1.0,1103.8805664488018,506681.18,459.0
394,pi-eperozo,0.143081,12.0,323.0,0.54093996,1.0,135.7276,8.7864,540938.6667,2014.0,540939.96,1.0,1674.7367182662538,540939.96,323.0
394,pi-eperozo,0.143081,44.0,38.0,0.10674622,2.0,233.8421,14.5,106746.0844,2016.0,106746.22,0.7460544726413709,2809.111052631579,53373.11,19.0
394,pi-eperozo,0.143081,110.0,3.0,0.00611032,1.0,320.0,20.0,6110.3111,2017.0,6110.32,0.04270532076236537,2036.7733333333333,6110.32,3.0
394,pi-eperozo,0.143081,212.0,1.0,0.0,1.0,1.0,1.0,0.0003,2018.0,0.0,0.0,0.0,0.0,1.0
395,pi-sibener,0.111832,23.0,2451.0,0.20385319,1.0,7.8548,1.1954,203843.3408,2015.0,203853.19,1.0,83.17143614851081,203853.19,2451.0
395,pi-sibener,0.111832,39.0,961.0,0.13816764,1.0,14.8522,1.8252,138163.1806,2016.0,138167.64,1.0,143.77485952133196,138167.64,961.0
396,pi-tokmakoff,0.108054,20.0,10971.0,0.05403142,9.0,3.915,1.1338,53982.5411,2013.0,54031.42,0.5000409054731894,4.924931182207638,6003.4911111111105,1219.0
396,pi-tokmakoff,0.108054,34.0,8748.0,0.056171080000000005,8.0,7.816,1.1592,56138.1869,2014.0,56171.08,0.5198426712569642,6.4210196616369455,7021.385,1093.5
396,pi-tokmakoff,0.108054,59.0,6872.0,0.02790111,5.0,2.4269,1.0716,27868.5908,2015.0,27901.11,0.25821450385918154,4.060114959254948,5580.222,1374.4
396,pi-tokmakoff,0.108054,59.0,5669.0,0.03392878,6.0,4.8245,1.1409,33904.7269,2016.0,33928.78,0.31399837118477797,5.98496736637855,5654.796666666666,944.8333333333334
396,pi-tokmakoff,0.108054,144.0,1639.0,0.00092394,2.0,1.2532,1.0,924.6667,2017.0,923.94,0.00855072463768116,0.5637217815741306,461.97,819.5
396,pi-tokmakoff,0.108054,209.0,1.0,2e-08,1.0,2.0,1.0,0.0072,2018.0,0.02,1.850926388657523e-07,0.02,0.02,1.0
397,pi-aclyu,0.100001,50.0,107.0,0.00094058,2.0,2.1308,1.1308,940.1072,2013.0,940.58,0.009405705942940571,8.790467289719627,470.29,53.5
397,pi-aclyu,0.100001,68.0,553.0,0.0030516,6.0,3.7902,3.34,3049.0181,2014.0,3051.6,0.03051569484305157,5.518264014466546,508.59999999999997,92.16666666666667
397,pi-aclyu,0.100001,71.0,385.0,0.01416433,5.0,13.5377,2.1558,14162.6486,2015.0,14164.33,0.1416418835811642,36.79046753246753,2832.866,77.0
397,pi-aclyu,0.100001,104.0,76.0,0.00391142,5.0,12.8421,1.1974,3911.1019,2016.0,3911.42,0.03911380886191138,51.46605263157895,782.284,15.2
397,pi-aclyu,0.100001,94.0,282.0,0.0124485,5.0,8.2021,0.9894,12447.2589,2017.0,12448.5,0.12448375516244838,44.1436170212766,2489.7,56.4
398,rcc-staff,0.1,12.0,6048.0,0.21012972,15.0,33.6682,5.6182,210102.7608,2013.0,210129.72,1.0,34.74367063492063,14008.648,403.2
398,rcc-staff,0.1,13.0,6140.0,0.47894071000000005,16.0,50.25100000000001,4.3879,478913.7214,2014.0,478940.71,1.0,78.00337296416939,29933.794375,383.75
398,rcc-staff,0.1,35.0,6712.0,0.07226089999999999,19.0,13.9382,1.8461,72228.3003,2015.0,72260.9,0.722609,10.765926698450535,3803.2052631578945,353.2631578947368
398,rcc-staff,0.1,36.0,4651.0,0.16106748,34.0,109.1183,5.8723,454478.1786,2016.0,161067.48,1.0,34.63072027520963,4737.278823529412,136.7941176470588
398,rcc-staff,0.1,24.0,659440.0,0.71684365,25.0,2.1019,1.0395,1702182.2569,2017.0,716843.65,1.0,1.0870490871042098,28673.746,26377.6
398,rcc-staff,0.1,52.0,42832.0,0.14383821,18.0,3.2275,1.0773,112249.5439,2018.0,143838.21,1.0,3.3581950410907733,7991.011666666666,2379.5555555555557
399,pi-rtp1,0.1,59.0,50.0,2.482e-05,2.0,4.0,1.58,24.7178,2013.0,24.82,0.0002482,0.4964,12.41,25.0
399,pi-rtp1,0.1,51.0,2217.0,0.02150477,3.0,15.3433,7.5719,21495.8386,2014.0,21504.77,0.2150477,9.699941362201173,7168.256666666667,739.0
399,pi-rtp1,0.1,52.0,733.0,0.03336144,2.0,18.0491,1.1814,33358.2417,2015.0,33361.44,0.33361440000000003,45.513560709413376,16680.72,366.5
399,pi-rtp1,0.1,83.0,405.0,0.01123301,2.0,16.4,1.1086,11231.1922,2016.0,11233.01,0.1123301,27.735827160493827,5616.505,202.5
399,pi-rtp1,0.1,113.0,153.0,0.00573327,3.0,14.6405,1.0196,5744.9103,2017.0,5733.27,0.05733270000000001,37.472352941176474,1911.0900000000001,51.0
399,pi-rtp1,0.1,153.0,252.0,0.00079351,1.0,2.0516,1.0317,789.8925,2018.0,793.51,0.0079351,3.1488492063492064,793.51,252.0
400,pi-gan1,0.1,72.0,212.0,0.0020696399999999998,1.0,40.3396,3.5472,2068.5653,2014.0,2069.64,0.0206964,9.762452830188678,2069.64,212.0
400,pi-gan1,0.1,131.0,83.0,1.611e-05,1.0,3.241,1.0,15.7294,2015.0,16.11,0.00016109999999999999,0.19409638554216868,16.11,83.0
400,pi-gan1,0.1,134.0,116.0,0.00031947000000000003,1.0,8.931000000000003,1.3534,318.8314,2016.0,319.47,0.0031947000000000004,2.7540517241379314,319.47,116.0
400,pi-gan1,0.1,58.0,175.0,0.08958175,1.0,62.7029,3.1943,76110.4369,2017.0,89581.75,0.8958175,511.8957142857143,89581.75,175.0
401,pi-nicho,0.1,45.0,5115.0,0.00220854,3.0,0.6829,1.3881,2186.2561,2013.0,2208.54,0.022085399999999998,0.43177712609970675,736.18,1705.0
401,pi-nicho,0.1,39.0,536.0,0.04536221,4.0,10.5709,1.1716,45360.1472,2014.0,45362.21,0.4536221,84.63098880597015,11340.5525,134.0
401,pi-nicho,0.1,48.0,7674.0,0.04193492,6.0,1.7177,1.0838,41898.6458,2015.0,41934.92,0.4193492,5.46454521761793,6989.153333333333,1279.0
401,pi-nicho,0.1,72.0,7586.0,0.02004575,7.0,1.0865,0.9988,20009.2575,2016.0,20045.75,0.2004575,2.642466385446876,2863.6785714285716,1083.7142857142858
401,pi-nicho,0.1,26.0,2655.0,0.5715829499999999,6.0,19.42,1.125,516934.5553,2017.0,571582.95,1.0,215.2854802259887,95263.825,442.5
401,pi-nicho,0.1,78.0,99.0,0.03341347,1.0,34.5051,2.2121,27215.6539,2018.0,33413.47,0.3341347,337.509797979798,33413.47,99.0
402,pi-priviter,0.1,68.0,3573.0,0.05002959,4.0,15.5136,0.9751,50019.6928,2017.0,50029.59,0.5002959,14.002124265323257,12507.3975,893.25
402,pi-priviter,0.1,11.0,44714.0,1.37944154,5.0,10.4113,1.2507,1032046.0589,2018.0,1379441.54,1.0,30.85032741423268,275888.308,8942.8
403,pi-sepalmer,0.1,29.0,8728.0,0.06268438999999999,3.0,4.2709,1.1849,62645.6861,2014.0,62684.39,0.6268439,7.181987855178735,20894.796666666665,2909.3333333333335
403,pi-sepalmer,0.1,57.0,14753.0,0.02842163,2.0,3.0012,1.025,28338.3936,2015.0,28421.63,0.28421630000000003,1.9264983393208162,14210.815,7376.5
403,pi-sepalmer,0.1,51.0,31319.0,0.05898277,7.0,1.5407,1.0314,58825.6114,2016.0,58982.77,0.5898277,1.8832903349404513,8426.109999999999,4474.142857142857
403,pi-sepalmer,0.1,79.0,8361.0,0.030349130000000002,4.0,1.3892,0.9974,29897.9769,2017.0,30349.13,0.3034913,3.6298445162061954,7587.2825,2090.25
403,pi-sepalmer,0.1,93.0,188.0,0.01657744,5.0,16.8457,1.0,15650.5497,2018.0,16577.44,0.1657744,88.17787234042552,3315.488,37.6
404,pi-jagoldsm,0.1,66.0,147.0,0.0045144799999999995,2.0,20.381,1.7891,4513.9289,2014.0,4514.48,0.0451448,30.710748299319725,2257.24,73.5
404,pi-jagoldsm,0.1,98.0,47.0,0.0013701,4.0,6.0426,1.1915,1369.9075,2015.0,1370.1,0.013701,29.151063829787233,342.525,11.75
404,pi-jagoldsm,0.1,189.0,1.0,1e-08,1.0,1.0,1.0,0.0075,2016.0,0.01,1e-07,0.01,0.01,1.0
404,pi-jagoldsm,0.1,212.0,3.0,2.6e-07,1.0,1.0,1.0,0.2556,2017.0,0.26,2.6e-06,0.08666666666666667,0.26,3.0
404,pi-jagoldsm,0.1,138.0,88.0,0.00131873,2.0,60.8864,2.9773,1014.3944,2018.0,1318.73,0.0131873,14.985568181818183,659.365,44.0
405,pi-gmatvos,0.097,93.0,37.0,0.0029480300000000004,1.0,12.0,1.0,2947.9233,2015.0,2948.03,0.030392061855670106,79.6764864864865,2948.03,37.0
406,pi-rayid,0.094915,119.0,5.0,8e-08,1.0,1.0,1.0,0.0611,2014.0,0.08,8.428594005162515e-07,0.016,0.08,5.0
406,pi-rayid,0.094915,97.0,47.0,0.0050851,1.0,40.6596,3.3404,5084.8819,2016.0,5085.1,0.05357530421956488,108.19361702127661,5085.1,47.0
406,pi-rayid,0.094915,133.0,119.0,0.00211912,7.0,10.5294,0.8151,2158.8342,2017.0,2119.12,0.022326502660274982,17.807731092436974,302.7314285714286,17.0
406,pi-rayid,0.094915,162.0,123.0,0.00045149000000000003,3.0,5.4472,1.0732,390.6178,2018.0,451.49,0.004756782384238529,3.6706504065040653,150.49666666666667,41.0
407,pi-collar,0.09176,18.0,369250.0,0.17159947,2.0,0.9977,1.0024,169526.5858,2014.0,171599.47,1.0,0.46472436018957347,85799.735,184625.0
407,pi-collar,0.09176,18.0,401737.0,0.27139342,2.0,0.9872,1.0133,269107.4661,2015.0,271393.42,1.0,0.6755499742368763,135696.71,200868.5
407,pi-collar,0.09176,103.0,1082.0,0.00411444,1.0,1.0,1.0,4108.2794,2016.0,4114.44,0.04483914559721011,3.8026247689463952,4114.44,1082.0
408,pi-mlcoleman,0.081117,67.0,1118.0,0.00325471,3.0,1.7442,1.8605,3252.1317,2014.0,3254.71,0.04012364855702257,2.9111896243291593,1084.9033333333334,372.6666666666667
408,pi-mlcoleman,0.081117,106.0,199.0,0.00057493,5.0,1.9849,1.0251,573.865,2015.0,574.93,0.00708766349840354,2.8890954773869346,114.98599999999999,39.8
408,pi-mlcoleman,0.081117,79.0,1129.0,0.013177659999999999,6.0,5.9238,0.9486,13172.4475,2016.0,13177.66,0.1624525068727887,11.671975199291408,2196.2766666666666,188.16666666666666
408,pi-mlcoleman,0.081117,80.0,8940.0,0.029391240000000003,10.0,3.0936,0.8776,26702.2403,2017.0,29391.24,0.3623314471689042,3.287610738255034,2939.1240000000003,894.0
408,pi-mlcoleman,0.081117,100.0,4063.0,0.01179856,6.0,2.2766,1.0,11528.5797,2018.0,11798.56,0.14545113847898714,2.9039035195668226,1966.4266666666665,677.1666666666666
409,pi-wtmirvine,0.057644,74.0,91.0,0.00135907,2.0,203.2418,12.7582,1358.7092,2014.0,1359.07,0.023576955103740197,14.934835164835164,679.535,45.5
409,pi-wtmirvine,0.057644,92.0,160.0,0.00311171,3.0,250.4188,15.6875,3111.0919,2015.0,3111.71,0.05398150718201374,19.4481875,1037.2366666666667,53.333333333333336
409,pi-wtmirvine,0.057644,81.0,623.0,0.01154584,3.0,2.6083,0.9936,11542.6364,2016.0,11545.84,0.2002956075220318,18.532648475120386,3848.6133333333332,207.66666666666666
409,pi-wtmirvine,0.057644,46.0,1096.0,0.17793295,3.0,23.9763,2.0584,148475.4867,2017.0,177932.95,1.0,162.34758211678835,59310.98333333334,365.3333333333333
410,pi-blattman,0.055,83.0,105.0,0.023148099999999998,2.0,41.0286,2.8857,23143.9358,2017.0,23148.1,0.42087454545454545,220.4580952380952,11574.05,52.5
410,pi-blattman,0.055,120.0,43.0,0.00323699,1.0,62.5349,3.9302,1853.0564,2018.0,3236.99,0.058854363636363635,75.27883720930232,3236.99,43.0
411,pi-xisong,0.055,127.0,31.0,0.002811,3.0,10.2258,1.129,2810.8525,2017.0,2811.0,0.05110909090909091,90.6774193548387,937.0,10.333333333333334
411,pi-xisong,0.055,154.0,16.0,0.00066996,3.0,12.375,1.125,656.1436,2018.0,669.96,0.01218109090909091,41.8725,223.32000000000002,5.333333333333333
412,pi-sshahul,0.055,146.0,5.0,2.24e-06,1.0,1.0,1.0,2.2136,2015.0,2.24,4.072727272727273e-05,0.44800000000000006,2.24,5.0
413,pi-lafferty,0.055,49.0,166.0,0.00113294,1.0,13.5422,1.0181,1132.1489,2013.0,1132.94,0.02059890909090909,6.824939759036145,1132.94,166.0
413,pi-lafferty,0.055,103.0,35.0,1.2980000000000001e-05,2.0,1.4286,1.0,12.8633,2014.0,12.98,0.00023600000000000002,0.3708571428571429,6.49,17.5
413,pi-lafferty,0.055,93.0,236.0,0.0136829,3.0,45.9068,2.4322,13670.6867,2017.0,13682.9,0.24878,57.978389830508476,4560.966666666666,78.66666666666667
414,pi-oto,0.054998,158.0,1.0,0.0,1.0,0.0,2.0,0.0,2015.0,0.0,0.0,0.0,0.0,1.0
414,pi-oto,0.054998,179.0,1.0,2.01e-06,1.0,1.0,1.0,2.0017,2016.0,2.01,3.65467835194007e-05,2.01,2.01,1.0
414,pi-oto,0.054998,96.0,192.0,0.01085618,5.0,3.3021,1.0729,10855.2969,2017.0,10856.18,0.1973922688097749,56.54260416666667,2171.236,38.4
414,pi-oto,0.054998,69.0,67.0,0.050503769999999996,1.0,483.7015,17.403,38849.1253,2018.0,50503.77,0.9182837557729372,753.7876119402985,50503.77,67.0
415,pi-gkaplan,0.054995,172.0,6.0,5.12e-06,1.0,1.0,1.0,5.0817,2016.0,5.12,9.309937267024275e-05,0.8533333333333334,5.12,6.0
415,pi-gkaplan,0.054995,155.0,311.0,0.00048017000000000003,3.0,2.5756,1.3505,459.4533,2017.0,480.17,0.008731157377943449,1.5439549839228297,160.05666666666667,103.66666666666667
415,pi-gkaplan,0.054995,64.0,775.0,0.06287377,3.0,34.0748,1.4232,47995.4575,2018.0,62873.77,1.0,81.12744516129032,20957.923333333332,258.3333333333333
416,pi-tcovert,0.054944,155.0,94.0,4.474e-05,1.0,3.2979,0.9894,44.2886,2016.0,44.74,0.0008142836342457776,0.47595744680851065,44.74,94.0
416,pi-tcovert,0.054944,121.0,110.0,0.00368574,5.0,52.1364,3.8364,3681.5619,2017.0,3685.74,0.06708175596971462,33.50672727272727,737.1479999999999,22.0
